日期,降水量_mm,降雪量_mm,最高气温_°C,最低气温_°C,station_id
2010/9/15,0,0,2.39,1.5,GHCND:USW00094846
2010/9/16,0.41,0,2.06,1.17,GHCND:USW00094846
2010/9/17,0,0,2.33,0.9400000000000001,GHCND:USW00094846
2010/9/18,0.8900000000000001,0,1.83,1.4400000000000002,GHCND:USW00094846
2010/9/19,0,0,1.94,1.2800000000000002,GHCND:USW00094846
2010/9/20,0,0,2.39,1.67,GHCND:USW00094846
2010/9/21,0.13,0,3.1100000000000003,2,GHCND:USW00094846
2010/9/22,0,0,2.33,1.72,GHCND:USW00094846
2010/9/23,0,0,3.17,1.83,GHCND:USW00094846
2010/9/24,0.66,0,2.67,1.33,GHCND:USW00094846
2010/9/25,0,0,1.56,1.11,GHCND:USW00094846
2010/9/26,0,0,1.56,1,GHCND:USW00094846
2010/9/27,0,0,1.83,0.8900000000000001,GHCND:USW00094846
2010/9/28,0,0,2.17,0.78,GHCND:USW00094846
2010/9/29,0,0,2.39,1.11,GHCND:USW00094846
2010/9/30,0,0,2.33,1.11,GHCND:USW00094846
2010/10/1,0.2,0,2.2800000000000002,0.8900000000000001,GHCND:USW00094846
2010/10/2,0.66,0,1.3900000000000001,0.7200000000000001,GHCND:USW00094846
2010/10/3,0.2,0,1.33,0.5599999999999999,GHCND:USW00094846
2010/10/4,0,0,1.56,0.33,GHCND:USW00094846
2010/10/5,0,0,2,0.39,GHCND:USW00094846
2010/10/6,0,0,2.5600000000000005,0.78,GHCND:USW00094846
2010/10/7,0,0,2.44,0.9400000000000001,GHCND:USW00094846
2010/10/8,0,0,2.6100000000000003,0.8900000000000001,GHCND:USW00094846
2010/10/9,0,0,3,1.2800000000000002,GHCND:USW00094846
2010/10/10,0,0,2.89,1.3900000000000001,GHCND:USW00094846
2010/10/11,0,0,2.7800000000000002,1.22,GHCND:USW00094846
2010/10/12,0,0,2.44,1.11,GHCND:USW00094846
2010/10/13,0.25,0,1.89,0.8300000000000001,GHCND:USW00094846
2010/10/14,0,0,1.89,0.61,GHCND:USW00094846
2010/10/15,0,0,1.72,0.67,GHCND:USW00094846
2010/10/16,0,0,2.17,0.44000000000000006,GHCND:USW00094846
2010/10/17,0,0,1.83,0.8300000000000001,GHCND:USW00094846
2010/10/18,0,0,1.6100000000000003,0.61,GHCND:USW00094846
2010/10/19,0,0,1.56,0.39,GHCND:USW00094846
2010/10/20,0,0,2.1100000000000003,0.67,GHCND:USW00094846
2010/10/21,0,0,1.33,0.33,GHCND:USW00094846
2010/10/22,0.05,0,1.7800000000000002,0.06,GHCND:USW00094846
2010/10/23,0.25,0,1.83,1.22,GHCND:USW00094846
2010/10/24,0.13,0,2.22,1.22,GHCND:USW00094846
2010/10/25,0,0,2.22,1.33,GHCND:USW00094846
2010/10/26,0.61,0,2.1100000000000003,1.22,GHCND:USW00094846
2010/10/27,0,0,1.83,0.61,GHCND:USW00094846
2010/10/28,0,0,0.78,0.39,GHCND:USW00094846
2010/10/29,0,0,1,-0.06,GHCND:USW00094846
2010/10/30,0,0,1.72,0.5599999999999999,GHCND:USW00094846
2010/10/31,0,0,1.11,0.22000000000000003,GHCND:USW00094846
2010/11/1,0,0,1.22,0,GHCND:USW00094846
2010/11/2,0,0,1.11,0,GHCND:USW00094846
2010/11/3,0.03,0,1.22,-0.06,GHCND:USW00094846
2010/11/4,0.03,0,1.06,0.33,GHCND:USW00094846
2010/11/5,0,0,0.44000000000000006,-0.22,GHCND:USW00094846
2010/11/6,0,0,0.78,-0.39,GHCND:USW00094846
2010/11/7,0,0,1.5,0.17,GHCND:USW00094846
2010/11/8,0,0,1.94,0.33,GHCND:USW00094846
2010/11/9,0,0,2.06,0.44000000000000006,GHCND:USW00094846
2010/11/10,0,0,2,0.61,GHCND:USW00094846
2010/11/11,0.86,0,1.94,0.78,GHCND:USW00094846
2010/11/12,0,0,1.33,0.8900000000000001,GHCND:USW00094846
2010/11/13,0.08,0,1.3900000000000001,0.39,GHCND:USW00094846
2010/11/14,0.2,0,0.8900000000000001,0.27999999999999997,GHCND:USW00094846
2010/11/15,0,0,1.06,0,GHCND:USW00094846
2010/11/16,0,0,1,0,GHCND:USW00094846
2010/11/17,0,0,0.8300000000000001,0.27999999999999997,GHCND:USW00094846
2010/11/18,0,0,0.39,-0.33,GHCND:USW00094846
2010/11/19,0,0,1.06,-0.39,GHCND:USW00094846
2010/11/20,0,0,0.61,-0.11,GHCND:USW00094846
2010/11/21,0,0,1.56,0.5,GHCND:USW00094846
2010/11/22,3.48,0,1.94,0.39,GHCND:USW00094846
2010/11/23,0,0,0.39,-0.33,GHCND:USW00094846
2010/11/24,0.33,0,0.44000000000000006,-0.39,GHCND:USW00094846
2010/11/25,0.03,0,0.39,-0.61,GHCND:USW00094846
2010/11/26,0,0,0,-0.78,GHCND:USW00094846
2010/11/27,0,0,0.11000000000000001,-0.61,GHCND:USW00094846
2010/11/28,0,0,0.78,-0.56,GHCND:USW00094846
2010/11/29,1.3,0,0.9400000000000001,0.06,GHCND:USW00094846
2010/11/30,0.05,0,0.9400000000000001,-0.39,GHCND:USW00094846
2010/12/1,0,3,-0.33,-0.56,GHCND:USW00094846
2010/12/2,0,0,0.06,-0.56,GHCND:USW00094846
2010/12/3,0,0,-0.06,-0.78,GHCND:USW00094846
2010/12/4,1.2400000000000002,130,0,-0.5,GHCND:USW00094846
2010/12/5,0,0,-0.33,-1.11,GHCND:USW00094846
2010/12/6,0,0,-0.67,-1.33,GHCND:USW00094846
2010/12/7,0,0,-0.67,-1.17,GHCND:USW00094846
2010/12/8,0,0,-0.39,-1.39,GHCND:USW00094846
2010/12/9,0.08,20,-0.17,-1.5,GHCND:USW00094846
2010/12/10,0,0,0.27999999999999997,-0.5,GHCND:USW00094846
2010/12/11,1.1400000000000001,8,0.22000000000000003,-0.44,GHCND:USW00094846
2010/12/12,0.1,15,-0.06,-1.11,GHCND:USW00094846
2010/12/13,0,0,-0.89,-1.39,GHCND:USW00094846
2010/12/14,0,0,-0.61,-1.44,GHCND:USW00094846
2010/12/15,0,0,-0.39,-1.67,GHCND:USW00094846
2010/12/16,0.03,18,-0.28,-0.67,GHCND:USW00094846
2010/12/17,0,0,-0.56,-1.06,GHCND:USW00094846
2010/12/18,0,0,-0.72,-1.22,GHCND:USW00094846
2010/12/19,0,0,-0.61,-1.33,GHCND:USW00094846
2010/12/20,0.51,76,-0.28,-1.44,GHCND:USW00094846
2010/12/21,0.05,0,-0.06,-0.33,GHCND:USW00094846
2010/12/22,0,0,0.17,-0.78,GHCND:USW00094846
2010/12/23,0,0,-0.17,-0.72,GHCND:USW00094846
2010/12/24,0.51,48,0,-0.28,GHCND:USW00094846
2010/12/25,0.15000000000000002,23,-0.06,-0.67,GHCND:USW00094846
2010/12/26,0.43,71,0.06,-0.72,GHCND:USW00094846
2010/12/27,0,0,-0.56,-1.17,GHCND:USW00094846
2010/12/28,0,0,-0.28,-1.11,GHCND:USW00094846
2010/12/29,0.03,0,0.22000000000000003,-1.28,GHCND:USW00094846
2010/12/30,0,0,0.78,0.11000000000000001,GHCND:USW00094846
2010/12/31,1.7000000000000002,0,1.17,0.5,GHCND:USW00094846
2011/1/1,0,0,0.5,-1,GHCND:USW00094846
2011/1/2,0,0,-0.44,-1.11,GHCND:USW00094846
2011/1/3,0,0,0.22000000000000003,-0.56,GHCND:USW00094846
2011/1/4,0,0,-0.11,-1.06,GHCND:USW00094846
2011/1/5,0,0,-0.06,-1.33,GHCND:USW00094846
2011/1/6,0,0,-0.22,-0.78,GHCND:USW00094846
2011/1/7,0.05,15,-0.56,-1.11,GHCND:USW00094846
2011/1/8,0,0,-0.44,-1.28,GHCND:USW00094846
2011/1/9,0,0,-0.06,-1.28,GHCND:USW00094846
2011/1/10,0,0,0.06,-0.78,GHCND:USW00094846
2011/1/11,0.79,150,-0.28,-0.56,GHCND:USW00094846
2011/1/12,0,0,-0.33,-0.67,GHCND:USW00094846
2011/1/13,0,0,-0.44,-0.94,GHCND:USW00094846
2011/1/14,0.03,3,-0.44,-0.89,GHCND:USW00094846
2011/1/15,0,0,-0.44,-1.06,GHCND:USW00094846
2011/1/16,0,0,-0.56,-1.44,GHCND:USW00094846
2011/1/17,0.79,23,0,-0.78,GHCND:USW00094846
2011/1/18,0.25,8,0,-0.72,GHCND:USW00094846
2011/1/19,0,0,-0.5,-0.94,GHCND:USW00094846
2011/1/20,0,0,-0.72,-1.5,GHCND:USW00094846
2011/1/21,0,0,-1.33,-2,GHCND:USW00094846
2011/1/22,0.03,18,-0.83,-1.5,GHCND:USW00094846
2011/1/23,0.03,8,-0.67,-1.56,GHCND:USW00094846
2011/1/24,0.08,13,-0.28,-0.94,GHCND:USW00094846
2011/1/25,0,0,-0.17,-0.61,GHCND:USW00094846
2011/1/26,0,5,-0.22,-0.78,GHCND:USW00094846
2011/1/27,0.08,15,-0.39,-0.83,GHCND:USW00094846
2011/1/28,0,0,-0.06,-0.72,GHCND:USW00094846
2011/1/29,0,0,0.06,-0.33,GHCND:USW00094846
2011/1/30,0,0,-0.11,-0.33,GHCND:USW00094846
2011/1/31,0.22999999999999998,25,-0.33,-0.67,GHCND:USW00094846
2011/2/1,1.8800000000000001,345,-0.5,-0.67,GHCND:USW00094846
2011/2/2,1.8800000000000001,168,-0.5,-1.5,GHCND:USW00094846
2011/2/3,0,0,-0.89,-2.11,GHCND:USW00094846
2011/2/4,0,0,-0.39,-1.5,GHCND:USW00094846
2011/2/5,0,0,-0.22,-1.56,GHCND:USW00094846
2011/2/6,0.51,66,0,-0.44,GHCND:USW00094846
2011/2/7,0.33,81,0,-0.72,GHCND:USW00094846
2011/2/8,0,3,-0.67,-1.67,GHCND:USW00094846
2011/2/9,0,0,-1.11,-1.89,GHCND:USW00094846
2011/2/10,0,0,-0.89,-2.28,GHCND:USW00094846
2011/2/11,0,0,-0.11,-1.5,GHCND:USW00094846
2011/2/12,0,0,0.27999999999999997,-0.44,GHCND:USW00094846
2011/2/13,0,0,0.7200000000000001,0,GHCND:USW00094846
2011/2/14,0,0,0.5599999999999999,-0.33,GHCND:USW00094846
2011/2/15,0,0,0.33,-0.5,GHCND:USW00094846
2011/2/16,0,0,0.9400000000000001,0.27999999999999997,GHCND:USW00094846
2011/2/17,0,0,1.33,0.8300000000000001,GHCND:USW00094846
2011/2/18,0,0,1,0.06,GHCND:USW00094846
2011/2/19,0,0,0.17,-0.39,GHCND:USW00094846
